Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Bathtub features (product.metafields.shopify.bathtub-features),Blade material (product.metafields.shopify.blade-material),Coating/Sealant application (product.metafields.shopify.coating-sealant-application),Color (product.metafields.shopify.color-pattern),Connecting thread (product.metafields.shopify.connecting-thread),Door closer design (product.metafields.shopify.door-closer-design),Drain location (product.metafields.shopify.drain-location),Durability features (product.metafields.shopify.durability-features),Flush system (product.metafields.shopify.flush-system),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Handle material (product.metafields.shopify.handle-material),Hardware finish (product.metafields.shopify.hardware-finish),Hardware material (product.metafields.shopify.hardware-material),Item condition (product.metafields.shopify.item-condition),Item material (product.metafields.shopify.item-material),Light temperature (product.metafields.shopify.light-temperature),Lubricant dispenser type (product.metafields.shopify.lubricant-dispenser-type),Masonry product form (product.metafields.shopify.masonry-product-form),Material (product.metafields.shopify.material),Mounting type (product.metafields.shopify.mounting-type),Power source (product.metafields.shopify.power-source),Recommended use (product.metafields.shopify.recommended-use),Security level (product.metafields.shopify.security-level),Shape (product.metafields.shopify.shape),Style (product.metafields.shopify.style),Suitable for door type (product.metafields.shopify.suitable-for-door-type),Suitable for material type (product.metafields.shopify.suitable-for-material-type),Suitable space (product.metafields.shopify.suitable-space),Toilet shape (product.metafields.shopify.toilet-shape),Wall patching application (product.metafields.shopify.wall-patching-application),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
untitled-feb23_22-47,Waterfall Vessel Sink Bathroom Faucet 4 colors,"<p><span>• Single Hole, Single Handle ,Vessel Sink Faucets</span><br><span>• Available colors : Black, Chrome, Brushed Nickel, Brushed Gold</span><br><span>• Installation Type: Deck Mounted, Single Hole</span><br><span>• Ceramic Valve Core Material</span><br><span>• Hot and Cold</span><br><span>• CUPC Certified</span><br><span>• Elegant Modern Square Design</span><br><span>• 35mm Ceramic Cartridge</span><br><span>• 500 000+ Open and Close.           </span><span>•Prime filter aerator</span><br><span>• Installation hardware included in the box.</span><br><span>• Warranty: 5 Years</span><br><span>• Not Included: Drain, Plate Cover, Vessel Sink</span></p>",FaucetWorld,Hardware > Plumbing > Plumbing Fixtures > Faucets,,,true,Color,Chrome,,,,,,,,,0.0,shopify,10,deny,manual,114.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/20240115-193552.jpg?v=1708746956,1,,false,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/1705364867861.png?v=1708746956,kg,,,active
modern-vanity-faucets-4-colors,Modern Vanity Faucets 4 colors,"<p><span>Single Hole , Single Handle ,Bathroom Faucets</span><br><span>• Available colors : Black, Chrome, Brushed Gold,Brushed Nickel</span><br><span>• Installation Type: Deck Mounted, Single Hole</span><br><span>• Ceramic Valve Core Material</span><br><span>• Hot and Cold</span><br><span>• High Quality Brass Material</span><br><span>• Elegant Modern Square Design</span><br><span>• 35mm Ceramic Cartridge</span><br><span>• 500 000+ Open and Close                      •Honeycomb bubling water outlet, water is softer and more skin friendly</span><br><span>• Installation hardware, included in the box.</span><br><span>• Warranty: 5 Years</span><br><span>• Not Included: Drain, Plate Cover</span></p>",FaucetWorld,Hardware > Plumbing > Plumbing Fixtures > Faucets,,,true,Color,Chrome,,,,,,,,,0.0,shopify,18,deny,manual,144.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/Screenshot-20230901_215608_Amazon_Shopping.jpg?v=1708746175,1,,false,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/1686791063206_1708853c-851f-4b41-9abc-0da82ae6728a.png?v=1708746174,kg,,,active
wall-mounted-bathtub-faucets,Wall Mounted Bathtub Faucets,"<ul class=""a-unordered-list a-vertical a-spacing-none"">
<li>
<span class=""a-list-item"">TOP QUALITY: This shower combo set contains only top-quality selected metal parts. The faucet body, 10 inch ultra-thin pressurized </span>Rain shower head, 59 inches shower hose, wall mounted shower arm, shower holder even the embedded valve body are all made of brass material, which made it more durable than those made from stainless steel and plastic.</li>
<li><span class=""a-list-item"">HIGH PRESSURE: High Pressure Shower Mixer Valve, ensure higher pressure water to the spout and handheld.</span></li>
<li><span class=""a-list-item"">2-FUNCTION WITH ONE SWITCH: Our shower valve comes with built-in diverter. Ceramic disc diverter valve provides smooth and easy function-switching operations , you can choose among 3 shower settings with one switch.</span></li>
<li><span class=""a-list-item"">EASY INSTALLATION GUARANTEED: Designed to easily install with standard U.S / Canada plumbing connections, Standard 1/2"" NPT tapered threads.</span></li>
<li>Warranty : Limited Lifetime Warranty.</li>
</ul>",FaucetWorld,Hardware > Plumbing > Plumbing Fixture Hardware & Parts > Bathtub Accessories > Bathtub Spouts,,,true,Color,Chrome,,,,,,,,,0.0,shopify,11,deny,manual,249.99,279.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/Screenshot-20240206_195047_WhatsAppBusiness.jpg?v=1708661594,1,,false,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/Screenshot-20240222_230554_Amazon_Shopping.jpg?v=1708661595,kg,,,active
bathtub-mounted-faucet-with-pull-out-hand-held-spray-1,Bathtub Mounted Faucet with Pull Out Hand Held Spray,"<ul class=""BulletList BulletList--withPadding"">
<li class=""BulletList-listItem"">【MODERN STYLE】: Bathtub Mounted Tub Faucet simple and elegant style with smooth lines and curves will give your bathroom a sleek, modern update and is suitable for any decorative style.</li>
<li class=""BulletList-listItem"">【TOP QUALITY 】 : High Quality Brass Material, drip free ceramic disc cartridge, Standard connection.</li>
<li class=""BulletList-listItem"">【TOP QUALITY】: 360-degree rotation offers more room for bathing activities. The diverter valve knob to switch water to tub spout or hand shower, make it convenient to flush the bathtub after.</li>
<li class=""BulletList-listItem""> <span>【Warranty】:5 years +</span><span> </span>Lifetime cartridge warranty.</li>
</ul>",FaucetWorld,Hardware > Plumbing > Plumbing Fixture Hardware & Parts > Bathtub Accessories > Bathtub Spouts,,,true,Color,Chrome,,,,,,,,,0.0,shopify,12,deny,manual,244.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/20240210-220705.jpg?v=1708658872,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/IMG-20220527_213424_488.webp?v=1708658871,kg,,,active
untitled-feb22_22-10,Freestanding Bathtub Faucets,"<ul class=""BulletList BulletList--withPadding"">
<li class=""BulletList-listItem"">【MODERN STYLE】: Floor Mounted Tub Faucet simple and elegant style with smooth lines and curves will give your bathroom a sleek, modern update and is suitable for any decorative style.</li>
<li class=""BulletList-listItem"">【TOP QUALITY 】 : High Quality Brass Material, Single handle easy operation on flow rate and temperature control; drip free ceramic disc cartridge, Standard connection.</li>
<li class=""BulletList-listItem"">【TOP QUALITY】: High-arch spout design with 360-degree rotation offers more room for bathing activities. The diverter valve knob to switch water to tub spout or hand shower, make it convenient to flush the bathtub or bathroom after the shower</li>
<li class=""BulletList-listItem"">【EASY INSTALLATION】: Freestanding Bathtub Filler Faucets use high quality brass tripod base, which comes standard with expansion bolts for install on concrete, allows for easy and stable installation while seamlessly allowing for water supply to pass through.</li>
<li class=""BulletList-listItem""> <span>【Warranty】:</span><span> </span>Lifetime cartridge warranty.</li>
</ul>",FaucetWorld,Hardware > Plumbing > Plumbing Fixture Hardware & Parts > Bathtub Accessories > Bathtub Spouts,,,true,Color,Chrome,,,,,,,,,0.0,shopify,10,deny,manual,239.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/1650596953711.png?v=1708658435,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/rn-image_picker_lib_temp_9c420fd5-143d-4ae5-b1cf-eb11396f9b18.png?v=1708658435,kg,,,active
freestanding-bathtub-faucets,Freestanding Bathtub Faucets,"<ul class=""BulletList BulletList--withPadding"">
<li class=""BulletList-listItem"">【MODERN STYLE】: Floor Mounted Tub Faucet simple and elegant style with smooth lines and curves will give your bathroom a sleek, modern update and is suitable for any decorative style.</li>
<li class=""BulletList-listItem"">【TOP QUALITY 】 : High Quality Brass Material, Single handle easy operation on flow rate and temperature control; drip free ceramic disc cartridge, Standard connection.</li>
<li class=""BulletList-listItem"">【TOP QUALITY CONSTRUCTION】: High-arch spout design with 360-degree rotation offers more room for bathing activities. The diverter valve knob to switch water to tub spout or hand shower, make it convenient to flush the bathtub or bathroom after the shower</li>
<li class=""BulletList-listItem"">【EASY INSTALLATION】: Freestanding Bathtub Filler Faucets use high quality brass tripod base, which comes standard with expansion bolts for install on concrete, allows for easy and stable installation while seamlessly allowing for water supply to pass through.</li>
<li class=""BulletList-listItem""> <span>【Warranty】:</span><span> </span>Lifetime cartridge warranty.</li>
</ul>",FaucetWorld,Hardware > Plumbing > Plumbing Fixture Hardware & Parts > Bathtub Accessories > Bathtub Spouts,,,true,Color,Chrome,,,,,,,,,0.0,shopify,14,deny,manual,299.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/Screenshot-20211210-221951_PDF_Reader.jpg?v=1708657603,1,,false,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/1660491806551_49fa2998-e0ae-4259-a0c8-c0adb4b04af8.png?v=1708657604,kg,,,active
rainfall-2-way-shower-systems-with-rough-in-valve,Rainfall 2 Way Shower Systems with Rough-in Valve,"<ul class=""a-unordered-list a-vertical a-spacing-none"">
<li>
<span class=""a-list-item"">TOP QUALITY: This shower combo set contains only top-quality selected metal parts. The faucet body, 10 inch ultra-thin pressurized </span>Rain shower head, 59 inches shower hose, wall mounted shower arm, shower holder even the embedded valve body are all made of brass material, which made it more durable than those made from stainless steel and plastic.</li>
<li><span class=""a-list-item"">HIGH PRESSURE: High Pressure Shower Mixer Valve Cupc Certified, 9.4 Liters a minute , Max 80 PSI, ensure higher pressure water to the rain shower head and handheld, the cartridge with cUPC certification, make sure you can enjoy a smooth shower even at low water pressure area</span></li>
<li><span class=""a-list-item"">2-FUNCTION WITH ONE SWITCH: Our shower valve comes with built-in diverter. Ceramic disc diverter valve provides smooth and easy function-switching operations , you can choose among 3 shower settings with one switch.</span></li>
<li><span class=""a-list-item"">EASY INSTALLATION GUARANTEED: Designed to easily install with standard U.S / Canada plumbing connections, Standard 1/2"" NPT tapered threads, CUPC Certified.</span></li>
<li>Warranty : Limited Lifetime Warranty.</li>
</ul>",FaucetWorld,Hardware > Plumbing > Plumbing Fixtures > Shower Stalls & Kits,,,true,Color,Chrome,,,,,,,,,5000.0,shopify,10,deny,manual,239.99,279.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/20240126-214657.jpg?v=1708654620,1,,false,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/rn-image_picker_lib_temp_64783e32-0642-4173-b51c-24ea30739553.jpg?v=1708654729,kg,,,active
untitled-feb22_20-20,Rainfall 3 Way Shower Sets with Rough-in Valve,"<ul class=""a-unordered-list a-vertical a-spacing-none"">
<li>
<span class=""a-list-item"">TOP QUALITY: This shower combo set contains only top-quality selected metal parts. The faucet body, 10 inch ultra-thin pressurized </span>Rain shower head, 59 inches shower hose, wall mounted shower arm, shower holder even the embedded valve body are all made of brass material, which made it more durable than those made from stainless steel and plastic.</li>
<li>
<span class=""a-list-item"">HIGH PRESSURE: High Pressure Shower Mixer Valve Cupc Certified, 9.4 Liters a minute , Max 80 PSI, </span>ensure higher pressure water to the rain shower head and handheld and spout, the cartridge with cUPC certification, make sure you can enjoy a smooth shower even at low water pressure area</li>
<li><span class=""a-list-item"">3-FUNCTION WITH ONE SWITCH: Our shower valve comes with built-in diverter. Ceramic disc diverter valve provides smooth and easy function-switching operations , you can choose among 3 shower settings with one switch.</span></li>
<li><span class=""a-list-item"">EASY INSTALLATION GUARANTEED: Designed to easily install with standard U.S / Canada plumbing connections, Standard 1/2"" NPT tapered threads, CUPC Certified.</span></li>
<li>Warranty : Limited Lifetime Warranty.</li>
</ul>",FaucetWorld,Hardware > Plumbing > Plumbing Fixtures > Shower Stalls & Kits,,,true,Colors,Chrome,,,,,,,,,0.0,shopify,10,deny,manual,309.99,384.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/20240126-213320.jpg?v=1708652239,1,,false,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/rn-image_picker_lib_temp_e9e02a77-c3ed-4359-ae7c-c3fe928d13ef.jpg?v=1708653737,kg,,,active
untitled-feb22_20-08,Vanity Faucets Square Design 5 colors,"<p><span>• Single Hole , Single Handle Bathroom Faucet</span><br><span>• Available colors : Chrome,Brushed Nickel,Black , Brushed Gold , White</span><br><span>• Installation Type: Deck Mounted, Single Hole</span><br><span>• Ceramic Valve Core Material</span><br><span>• Hot and Cold</span><br><span>• Material: Brass Construction</span><br><span>• Gravity Casting Body</span><br><span>• Elegant Modern Square Design</span><br><span>• 35mm Ceramic Cartridge</span><br><span>• 500 000+ Open and Close                      </span><br><span>• Installation hardware included in the box.</span><br><span>• Warranty: 5 Years</span><br><span>• Not Included: Drain, Plate Cover</span></p>",FaucetWorld,Hardware > Plumbing > Plumbing Fixtures > Faucets,,,true,Color,Chrome,,,,,,,,,0.0,shopify,15,deny,manual,94.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/1635986217829.jpg?v=1708650877,1,,false,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/1632276001793.png?v=1708650876,kg,,,active
vanity-faucets-4-colors-square-design,Vanity Faucets 4 colors Square Design,"<p><span>• Single Hole , Single Handle Bathroom Faucet</span><br><span>• Available colors : Chrome,Brushed Nickel,Black,Brushed Gold</span><br><span>• Installation Type: Deck Mounted, Single Hole</span><br><span>• Ceramic Valve Core Material</span><br><span>• Hot and Cold</span><br><span>• Material: 304 Stainless steel + Brass</span><br><span>• CUPC Certified</span><br><span>• 35mm Ceramic Cartridge</span><br><span>• 500 000+ Open and Close                      </span><br><span>• Installation hardware included in the box.</span><br><span>• Warranty: 5 Years</span><br><span>• Not Included: Drain, Plate Cover</span></p>",FaucetWorld,Hardware > Plumbing > Plumbing Fixtures > Faucets,,,true,Color,Chrome,,,,,,,,,0.0,shopify,17,deny,manual,89.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/IMG-20220711-WA0023.jpg?v=1708650067,1,,false,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/1661134548358.png?v=1708650068,kg,,,active
vanity-faucet-modern-square-design,Vanity Faucets 6 colors Modern Square Design,"<p><span>• Single Hole , Single Handle ,Bathroom Faucets</span><br><span>• Available colors : Chrome, Gun Grey, Black,Brushed Gold,Brushed Nickel</span><br><span>• Installation Type: Deck Mounted, Single Hole</span><br><span>• Ceramic Valve Core Material</span><br><span>• Hot and Cold</span><br><span>• High Quality Brass Material</span><br><span>• Elegant Modern Square Design</span><br><span>• 35mm Ceramic Cartridge</span><br><span>• 500 000+ Open and Close                      •Honeycomb bubling water outlet, water is softer and more skin friendly</span><br><span>• Installation hardware, included in the box.</span><br><span>• Warranty: 5 Years</span><br><span>• Not Included: Drain, Plate Cover</span></p>",FaucetWorld,Hardware > Plumbing > Plumbing Fixtures > Faucets,,,true,Color,Chrome,,,,,,,,,0.0,shopify,21,deny,manual,114.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/20241114-231109.jpg?v=1731643937,1,,false,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/1694212707016.png?v=1708649088,kg,,,active
heated-smart-toilet-seat,Heated Smart Toilet Seat,"<h1 data-feature-name=""title"" data-template-name=""title"" class=""a-size-small a-color-secondary a-text-normal""><span id=""title"" class=""a-size-small"">Heated Smart Toilet Seat, Warm Air Drying, Bidet Toilet Attachment, IPX4 Waterproof Energy Saving, Self Nozzle, Heating Temperatures</span></h1>",FaucetWorld,Hardware > Plumbing > Plumbing Fixture Hardware & Parts > Toilet & Bidet Accessories > Toilet & Bidet Seats,,,true,Title,Default Title,,,,,,,,,0.0,shopify,4,deny,manual,294.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/rn-image_picker_lib_temp_543fee66-da12-47c4-b951-fa2bbfb27ef6.png?v=1708311465,1,,false,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
one-piece-toilet,One Piece Ceramic Toilets  Dual Flush,"<div class=""col-lg-10"">In Store Pick Up Only</div>
<div class=""col-lg-10"">4L/6L DUAL SIPHONIC ONE- PIECE TOILET,HTD MACHINE,PP SLOW DOWN SEAT COVER, CUPC CERTIFIED</div>",FaucetWorld,Hardware > Plumbing > Plumbing Fixtures > Toilets & Bidets > Toilets,,,true,Title,Default Title,,,,,,,,,0.0,shopify,15,deny,manual,189.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/1728014414273.png?v=1728014502,1,,false,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
toilet,"Modern White and Gold, Ceramic Toilets  Dual Flush","<p>In Store Pick Up Only</p>
<p>4L/6L DUAL Siphonic One- piece toilet,HTD flush machine,UF Slow down seat cover, CUPC certified</p>
<p>D/W/H<br>28*15*30<br>S-trap 300mm Roughing-in </p>",FaucetWorld,Hardware > Plumbing > Plumbing Fixtures > Toilets & Bidets > Toilets,,,true,Title,Default Title,,,,,,,,,0.0,shopify,2,deny,manual,224.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/rn-image_picker_lib_temp_c382ec08-6213-4796-a480-d25689efb43f.jpg?v=1747159211,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
smart-toilet,Smart Toilets * PICKUP IN STORE ONLY *,"<p>Dimensions(Inch)</p>
<p>D/W/H<br>26*15*20<br>S-trap 300mm</p>
<p>Description</p>
<p>""Automatic flip<br>Foot sensor to open cover<br>Foot sensor to open seat<br>LED indicating screen<br>Female &amp; Hip cleaning<br>Mobile cleaning<br>Massage cleaning<br>Self-cleaning nozzle<br>Spray regulation<br>Seat induction<br>Seat heating<br>Drying from heater<br>Wind temperature regulation<br>Water temperature regulation<br>Water-pressure adjust<br>Automatic flush<br>Flush by foot sensor<br>Mute slow down<br>Night light<br>Leakage protection<br>Double filtration<br>Energy province electricity<br>Kids mode<br>Smart remote control</p>",FaucetWorld,Hardware > Plumbing > Plumbing Fixtures > Toilets & Bidets > Toilets,,,true,Title,Default Title,,,,,,,,,0.0,shopify,5,deny,manual,788.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/FB-IMG_1706758948313_569919b6-088a-4dba-84db-d41803d33e48.jpg?v=1713492732,1,,false,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
vessel-sink-faucets-modern-square-design-4-colors,Vessel Sink Faucets Modern Square Design (4 colors ),"<p><span>• Single Hole, Single Handle ,Vessel Sink Faucets</span><br><span>• Available colors : Black, Chrome, Brushed Nickel,Brushed Gold</span><br><span>• Installation Type: Deck Mounted, Single Hole</span><br><span>• Ceramic Valve Core Material</span><br><span>• Hot and Cold</span><br><span>• Material: Brass Construction</span><br><span>• Salt Spray Tested</span><br><span>• Elegant Modern Square Design</span><br><span>• 35mm Ceramic Cartridge</span><br><span>• 500 000+ Open and Close.           </span><span>•Prime filter aerator</span><br><span>• Installation hardware included in the box.</span><br><span>• Warranty: 5 Years</span><br><span>• Not Included: Drain, Plate Cover, Vessel Sink</span></p>",FaucetWorld,Hardware > Plumbing > Plumbing Fixtures > Faucets,,,true,Color,Chrome,,,,,,,,,0.0,shopify,16,deny,manual,114.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/1695000087740.png?v=1696123089,1,,false,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/1695000087740.png?v=1696123089,kg,,,active
vanity-faucets-single-hole,Vanity Faucets Single Hole (4 colors ),"<p><span>• Vanity Faucets Single Hole</span><br><span>• Available colors : Chrome, Brushed Nickel, Black, Brushed Gold </span><br><span>• Installation Type: Single Hole</span><br><span>• Ceramic Valve Core Material</span><br><span>• Hot and Cold, Single Handle Control</span><br><span>• High Quality Brass Material Construction</span><br><span>• More then 500 000+ Open and Close.     </span><span>• Honeycomb bubling water outlet, water is softer and more skin friendly</span><br><span>• Installation hardware, included in the box.</span><br><span>• Warranty: 5 Years</span><br><span>• Not Included: Drain, Plate Cover</span></p>",FaucetWorld,Hardware > Plumbing > Plumbing Fixtures > Faucets,Vanity Faucets,,true,Color,Chrome,,,,,,,,,0.0,shopify,10,deny,manual,129.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/Screenshot_20230811_095751_Amazon_Shopping.jpg?v=1692418972,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/1692418496215.png?v=1692418973,kg,,,active
widespread-lavatory-faucet-dual-handle,Widespread Lavatory Faucet Dual Handle,"<p><span>• Widespread Lavatory Faucets with Fual Handles</span><br><span>• Available colors : Chrome, Brushed Nickel, Black, Brushed Gold </span><br><span>• Installation Type: Deck Mounted 3 hole</span><br><span>• Brass Valve Core Material</span><br><span>• Hot and Cold</span><br><span>• High Quality Brass Material Construction</span><br><span>• Contemporary Style</span><br><span>• More then 1000000 Open and Close      • Honeycomb bubling water outlet, water is softer and more skin friendly</span><br><span>• Installation hardware, included in the box.</span><br><span>• Warranty: Limited Lifetime Warranty</span><br><span>• Not Included: Drain, Plate Cover</span></p>",FaucetWorld,Hardware > Plumbing > Plumbing Fixtures > Faucets,,,true,Color,Chrome,,,,,,,,,0.0,shopify,10,deny,manual,314.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/1662081962511.png?v=1692414517,1,,false,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/1652402256361.png?v=1692414517,kg,,,active
vessel-sink-faucets-single-hole-single-handle,Vessel Sink Faucets Single Hole Single Handle,"<p><span>• Single Hole , Single Handle Vessel Sink Bathroom   Faucets</span><br><span>• Available colors : Chrome, Brushed Nickel , Black.   Brushed Gold</span><br><span>• Installation Type: Deck Mounted, Single Hole</span><br><span>• Ceramic Valve Core Material</span><br><span>• Hot and Cold</span><br><span>• Material: Brass Construction</span><br><span>• Gravity Casting Body</span><br><span>• Elegant Modern Design</span><br><span>• 35mm Ceramic Cartridge</span><br><span>• 500 000+ Open and Close                                          • P</span><span>rime aerator</span><br><span>• Installation hardware included in the box.</span><br><span>• Warranty: 5 Years</span><br><span>• Not Included: Drain, Plate Cover</span></p>",FaucetWorld,Hardware > Plumbing > Plumbing Fixtures,,Vessel Sink Faucets,true,Color,Chrome,,,,,,,,,0.0,shopify,10,deny,manual,139.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/1684087649522.png?v=1691960247,1,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/files/1684087577464.png?v=1691960247,kg,,,active
thermostatic-3-way-shower-systems-4-colors,Thermostatic 3 Way Shower Systems 4 colors,"<ul class=""a-unordered-list a-vertical a-spacing-none"">
<li>
<span class=""a-list-item"">TOP QUALITY: This Shower Combo Set contains only top-quality selected metal parts. The faucet body, 10 inch ultra-thin pressurized </span>Rain shower head, 59 inches shower hose, wall mounted shower arm, shower holder even the embedded valve body are all made of brass material, which made it more durable than those made from stainless steel and plastic.</li>
<li><span class=""a-list-item"">Full Thermostatic + Pressure Balancing Shower System , You will enjoy the stable temperature no matter how many people are taking a shower in your house at the same time or washing dishes or flashing a toilet and using a bathroom faucet.</span></li>
<li><span class=""a-list-item"">3-FUNCTION WITH ONE SWITCH: Our shower valve comes with built-in diverter. Ceramic disc diverter valve provides smooth and easy function-switching operations , you can choose among 3 shower settings with one switch.</span></li>
<li><span class=""a-list-item"">EASY INSTALLATION GUARANTEED: Designed to easily install with standard U.S / Canada plumbing connections, Standard 1/2"" NPT tapered threads.</span></li>
<li>Warranty : 5 years + Lifetime warranty on Cartridge.</li>
</ul>",FaucetWorld,Hardware > Plumbing > Plumbing Fixture Hardware & Parts > Shower Parts > Shower Heads,,,true,Color,Black,,,,,,,,,0.0,shopify,10,deny,manual,475.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/products/1660958584508.png?v=1666225062,1,,false,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0459/9621/2377/products/1660958584508.png?v=1666225062,kg,,,active
